filename,success,collision_occurred,wall_collisions,agent_collisions,human_collisions,timeout_occurred,failure_to_progress,stalled_time,time_to_goal,path_length,success_weighted_path_length,v_min,v_avg,v_max,a_min,a_avg,a_max,j_min,j_avg,j_max,cd_min,cd_avg,space_compliance,min_distance_to_human,min_time_to_collision,aggregated_time,quality_score
A000045.json,1,0,0,0,0,0,0,0.0,2.0,1.3649618494884488,0.5467075874777647,0.800000011920929,0.800000011920929,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.8629862654433966,1.1080377064538116,1.0,0.8629862654433966,1.0787328157298741,2.0,1.0
A000011.json,1,0,0,0,0,0,0,0.10000000000000009,5.200000000000001,3.7935541355642615,0.31571158023255,0.0,0.7361227998862395,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.6822792848423789,1.1008475737876744,0.65,0.6822792848423789,0.8528490933445317,5.200000000000001,0.65
A000032.json,1,1,0,0,0,0,0,0.40000000000000013,7.000000000000001,5.252633327897719,0.6092485208338221,0.0,0.7666666780908903,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,1.1133878158820132,1.4180998300464644,0.6,1.1133878158820132,1.3917347491140526,7.000000000000001,0.6
A000041.json,1,0,0,0,0,0,0,0.6000000000000001,3.5,2.2393801687830357,1.0,0.0,0.6461538557822888,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.9720186287030138,1.2951691533886003,1.0,0.9720186287030138,1.2150232677735098,3.5,1.0
A000038.json,1,1,0,0,0,0,0,0.4000000000000006,6.500000000000001,4.158376288489454,0.8106403231653817,0.0,0.7401632719569736,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.2955262785090664,1.1678489758224293,0.25,0.2955262785090664,0.36940784263172716,6.500000000000001,0.25
A000033.json,1,1,0,0,0,0,0,0.0,2.2,0.799629947605518,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.3595012382316743,0.5337452740398053,0.37,0.3595012382316743,0.4493765410933606,2.2,0.37
A000042.json,1,1,0,0,0,0,0,0.9999999999999994,6.500000000000001,3.6178101310100956,0.4427298304907614,0.0,0.6499682863553365,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.6951277553229235,1.0364898521265822,0.74,0.6951277553229235,0.9577121959550363,6.500000000000001,0.74
A000034.json,1,1,0,0,0,0,0,1.5000000000000004,6.500000000000001,3.9183612407339266,0.6836432240937521,0.0,0.6044444534513685,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.5256411191822289,0.8818086698864532,0.49,0.5256411191822289,0.6570513891869575,6.500000000000001,0.49
A000001.json,1,1,0,0,0,0,0,0.8999999999999992,10.000000000000002,6.265406570856087,0.43652350933960743,0.0,0.7264302730560303,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.5359893772936084,1.181859180199417,0.59,0.5359893772936084,0.6938765697886579,10.000000000000002,0.59
A000018.json,0,1,0,0,0,0,0,12.0,29.8,12.240659674566187,0.0,0.0,0.4817596602699031,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.29749967530034116,0.6633671133090608,0.0,0.29749967530034116,0.37187458858406325,29.8,0.0
A000043.json,1,0,0,0,0,0,0,1.1,6.000000000000001,3.762802789716902,0.588702459372888,0.0,0.6545869892551786,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.6259334744881454,1.0025558398834755,0.95,0.6259334744881454,0.7824168314512624,6.000000000000001,0.95
A000002.json,1,0,0,0,0,0,0,0.10000000000000003,3.5,2.7199907119484155,1.0,0.0,0.7692307806932009,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.9324439729368672,1.7375723394018103,1.0,0.9324439729368672,1.1655549488029617,3.5,1.0
A000049.json,1,0,0,0,0,0,0,0.0,4.000000000000001,3.199013209509286,0.744835610848537,0.800000011920929,0.800000011920929,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.8048598196975033,1.2215442704652029,1.0,0.8048598196975033,1.0060747596301969,4.000000000000001,1.0
